atom_par Si     4.10  0.200  35.8235  -0.00143  0.0  0.0  0  -1  -1  6
atom_par B      3.84  0.155  29.6478  -0.00152  0.0  0.0  0  -1  -1  0
atom_par Pt     2.75  0.080  12.000   -0.00110  0.0  0.0  0  -1  -1  4 
atom_par Ni     2.83  0.015  12.000   -0.00110  0.0  0.0  0  -1  -1  4
